,comment,rating,blind,is_deleted,menu_items,level,menu_summary,like_count,is_mine_review,phone,rating_quantity,rating_taste,is_mine_like,rating_delivery,clean,time,review_images,nickname,id,is_menu_visible,owner_reply,owner_reply.comment,owner_reply.created_at,owner_reply.id
187,빨리 오고 너무 맛있어요  따듯한게 너무좋아요,5,False,False,,1,뿌링클/1(추가메뉴(뿌링소떡)),0,False,ch**,5,5,False,5.0,True,2019-08-22 18:57:23,"[{'full': 'https://rev-static.yogiyo.co.kr/fcb7885553125cf8d90ef62a6d02f465.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/fcb7885553125cf8d90ef62a6d02f465_tn.jpg'}]",ch**,15667930,True,,"더운여름 뿌링시즈닝이 눅눅해질까 걱정이 되는데
맛있게 드셨다니 마음이 놓여요^^
감사합니다~~",2019-08-24 16:06:56,4229091.0
188,배달 엄청 빨리 왔어요 맛있게 잘 먹었습니다,5,False,False,,3,후라이드＋치즈볼/1,0,False,   손,5,5,False,5.0,True,2019-08-11 15:14:31,[],손님,15171397,True,,"최대한 빨리 실수없이 배달하려고 노력한답니다.
맛있게 드셨다니 감사해요^^",2019-08-24 16:05:11,4229057.0
189,핫후라이드 첨 먹어봤는데 매콤하게 맛있네요ㅋㅋ 앞으로 단골될 거 가타요,5,False,False,,3,해바라기핫후라이드치킨/1,0,False,   손,5,5,False,5.0,True,2019-08-06 21:55:12,[],손님,14931430,True,,"핫시즈닝 때문에 튀김색이 이뿌진 않지만 매콤한 맛좋아하시는 분들이 자주 찾으신답니다.^^
",2019-08-24 16:03:28,4229032.0
190,잘 먹었습니다~^^,5,False,False,,1,맛초킹（한마리）/1,0,False,   손,5,5,False,5.0,True,2019-07-31 14:17:13,[],손님,14668486,True,,"고맙습니다~~
항상 변함없는 맛으로 보답하겠습니다^^",2019-08-24 16:00:58,4229001.0
191,"와우
가격이 천원씩 내렸네요 
요즘 세상에 내리는게 있다니
아주 반갑습니다 
맛은 변함 없네요♡♡♡♡♡",5,False,False,,1,해바라기후라이드치킨/1,0,False,kt**,5,5,False,5.0,True,2019-07-30 19:51:28,"[{'full': 'https://rev-static.yogiyo.co.kr/80e5aa1593dca06a624eadb43808e3a1.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/80e5aa1593dca06a624eadb43808e3a1_tn.jpg'}]",kt**,14648631,True,,천원씩 인하해서 힘이들지만 더더욱 많이 이용해주시면 힘이 날것같아요.^^,2019-08-24 15:59:39,4228982.0
192,핫후라이드와 뿌링소떡! 두말할데가 없네요~👍👍👍👍👍,5,False,False,,2,해바라기핫후라이드치킨/1,0,False,ls**,5,5,False,5.0,True,2019-07-28 13:36:55,"[{'full': 'https://rev-static.yogiyo.co.kr/7a0551722afbf3187fdbe391d6774f59.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/7a0551722afbf3187fdbe391d6774f59_tn.jpg'}]",ls**,14571165,True,,"칭찬 감사합니다.
소떡 덜 익었다고 말씀해주신 덕분에 알맞게 튀길수 있었어요. 감사합니다~~",2019-08-24 15:57:50,4228959.0
193,"한번도 실패한 적이 없네요
정말 맛있어요",5,False,False,,1,해바라기후라이드치킨/1,0,False,kt**,5,5,False,5.0,True,2019-07-27 17:38:47,"[{'full': 'https://rev-static.yogiyo.co.kr/31ffc2b6e864483ebe4454d5afb0bf93.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/31ffc2b6e864483ebe4454d5afb0bf93_tn.jpg'}]",kt**,14536169,True,,"맛있게 드셨다니 감사합니다.
많이 애용해주세요~",2019-08-24 15:55:15,4228928.0
194,맛납니다맛나요맛나맛나,5,False,False,,1,"후라이드 반／양념 반/1(추가메뉴(커리딥소스,뿌링소떡))",0,False,sk**,5,5,False,5.0,True,2019-07-26 00:27:27,[],sk**,14457410,True,,고객님~ 맛나게 드셨다니 저희 또한 기분이 좋습니다. 맛이 변치않게 노력하겠습니다~,2019-07-26 21:02:49,3835414.0
195,해바라기 핫후라이드??추천합니당~~후라이드 좋아하는데 넘 맛있어용 적당히 매콤하구요~~~,5,False,False,,1,해바라기핫후라이드치킨/1,0,False,kd**,5,5,False,5.0,True,2019-07-22 14:37:31,[],kd**,14296084,True,,"고객님 감사합니다 
핫후라이드는 핫시즈닝이 함유되어 튀김옷 색깔이 검게 나옵니다  절대 기름이 오래되거나 탄 게 아니니 안심하고 드세요
고맙습니다  열심히 하겠습니다 ",2019-07-22 22:15:24,3782240.0
196,비오는 와중에도 빨리 배달해주셔서 감사합니다.,5,False,False,,2,순살맛초킹/1,0,False,ch**,5,5,False,5.0,True,2019-07-20 22:46:38,"[{'full': 'https://rev-static.yogiyo.co.kr/288056a364983467c69da3d35384815b.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/288056a364983467c69da3d35384815b_tn.jpg'}]",ch**,14239610,True,,"고객님 고맙습니다 
모든 부분 만점을 주셨네요 
비오는날은 오토바이 고장도 잘 나고 퀵 기사님들도 쉬시는 분이 많아 배달이 불안불안 합니다
치킨  나왔는데 배달기사님 계속 늦으시면 제 속이 타들어갑니다.  차후 혹시 늦더라도 고객님의 넓은 이해로 배려 해주시면 감사하겠습니다 
최선을 다하겠습니다 ^^",2019-07-21 21:32:21,3769263.0
197,잘 먹었습니다. 번창하세요 ~~,5,False,False,,3,치하오/1,0,False,   손,5,5,False,4.0,True,2019-07-18 14:56:24,[],손님,14127304,True,,"고객님 맛있게 드셨다니 감사합니다 
아직 갈 길이 멀지만
이렇게 주문해주시는 분들 덕에 머지않아 번창할거 같아요^^",2019-07-18 20:31:42,3731398.0
198,"요기요 난리 법석에도 쿠폰 활용해
잘 먹었습니다 
지난번 보다 더 맛있었어요",5,False,False,,1,해바라기후라이드치킨/1,0,False,kt**,5,5,False,5.0,True,2019-07-13 14:29:18,"[{'full': 'https://rev-static.yogiyo.co.kr/67878d0d405e93f3415f9e60138c41f3.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/67878d0d405e93f3415f9e60138c41f3_tn.jpg'}]",kt**,13915968,True,,"고객님 고맙습니다 
특별한건 없는데 손이 좀 빨라졌다 해야할까요^^
좋게 봐 주셔서 감사합니다 
",2019-07-13 15:52:50,3659179.0
199,뿌링클은 역시 진리입니당 가루 넉넉히 뿌려달라고 했는데 넉넉히 해주셔서 더 맛있었어용 ~~~! 다음에 또 시켜먹을게요! 뿌링클 짱짱 ˘̴͈́ꈊ˘̴͈̀,5,False,False,,1,뿌링클/1,0,False,n9**,5,5,False,5.0,True,2019-07-06 16:50:28,"[{'full': 'https://rev-static.yogiyo.co.kr/bfca62704bf2ba61272e6f83def69ea8.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/bfca62704bf2ba61272e6f83def69ea8_tn.jpg'}]",n9**,13648819,True,,"고객닝 감사합니다 
요청사항에 적어주신 내용은 최대한 반영할려고 노력하고 있습니다 
만족하셨다니 다행입니다
자주 이용해 주세요~~~
",2019-07-07 15:36:47,3579849.0
200,순살은 처음 시켜봤는데 전부 뻑살인것같아서 조금 아쉬웠어용ㅠㅠ 그래도 뿌링가루 많이 뿌려주셔서 밥반찬으로 잘 먹었습니다 배달도 빨라요!,5,False,False,,3,"순살뿌링클/1,뿌링뿌링소스/2",0,False,le**,4,5,False,5.0,True,2019-07-02 12:30:59,"[{'full': 'https://rev-static.yogiyo.co.kr/5402d964c74fc358bdc35cc74da9ac07.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/5402d964c74fc358bdc35cc74da9ac07_tn.jpg'}]",le**,13507652,True,,순살은 신선육과 달리 냉동으로 들어오는 제품이라 bhc어딜가나 제품이 동일합니다. 본사에 순살제품 촉촉하게 할수없는지 건의해볼게요. 좋은 리뷰 감사합니다~,2019-07-02 14:53:11,3519052.0
201,제 최애메뉴 뿌링클입니다 뿌링뿌링소스 추가한게 하나 빠져왔지만 대처 잘 해주셨어요 :) 가족들도 좋아하다보니 일주일에 두번은 시키는듯.. 단골될게요💕,5,False,False,,3,"뿌링클/1(추가메뉴(뿌링뿌링소스,커리딥소스)),뿌링뿌링소스/1",0,False,le**,5,5,False,5.0,True,2019-07-02 12:29:25,"[{'full': 'https://rev-static.yogiyo.co.kr/ca50b25d7740a3cb36f74fd76c11871f.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/ca50b25d7740a3cb36f74fd76c11871f_tn.jpg'}]",le**,13507622,True,,"뿌링뿌링소스 하나 빼먹은거 기억나네요.
많이 당황했는데 너그러이 이해해주셔서 감사합니다. 앞으로 꼼꼼히 체크하도록 할게요~ 고맙습니다.",2019-07-02 14:42:51,3518868.0
202,"맛있게 잘 먹었어요
근데 떡을 조금만 더 익히면 좋을 거 같아요
안쪽이 덜 익은 부분이 있었어요",5,False,False,,1,"후라이드 반／양념 반/1(추가메뉴(뿌링소떡,빨간소떡))",0,False,ls**,5,5,False,5.0,True,2019-06-30 14:20:47,"[{'full': 'https://rev-static.yogiyo.co.kr/2ff618eceb228f8a0380e2a105d36ddc.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/2ff618eceb228f8a0380e2a105d36ddc_tn.jpg'}]",ls**,13438916,True,,"안녕하세요 고객님
먼저 불편드려 죄송합니다  소떡은 163도에서 2분30초가 매뉴얼인데 매뉴얼대로 했음에도 기름온도가 항상 일정하지 않다보니 덜 익은 부분이 생겼던것 같습니다  마지막에 건져 낼때 다시 한번 확인하도록 하겠습니다 좋은리뷰 감사드립니다
다음번에 꼭 얘기해주세요 소떡 그냥 드릴께요",2019-06-30 21:19:37,3498704.0
203,"맛초킹
저의 Best  메뉴입니다!!!

봉무점에서 시켜먹다가
연경점에서 시켜먹으니 더 맛있네용♡

앞으론 연경점에서 시킬께요!!!

배달도 퀵안쓰고 
친절한 배달원분 배달와주셔서 더 좋아요!!

대박나세용♡",5,False,False,,1,맛초킹（한마리）/1,0,False,   손,5,5,False,5.0,True,2019-06-28 21:25:35,"[{'full': 'https://rev-static.yogiyo.co.kr/4b560fde6bb82ed9aac490c89edf2c54.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/4b560fde6bb82ed9aac490c89edf2c54_tn.jpg'}]",손님,13377940,True,,"고객님 감사합니다 
치킨을 최상의 상태로 전해드리기 위해 숨은 노력을 하는데 맛있다니 정말 고맙습니다  그리고
배달퀵은 직원이 한명이라 어쩔 수 없이 쓸 수밖에 없 습니다 그분들이 직원같은 맘으로 할 순 없겠지만 최상의 상태로 친절히 배달 해달라고 항상 부탁드리고 있습니다  직원이 못가더라도 이해해주시면 고맙겠습니다 

",2019-06-29 19:05:32,3486451.0
204,불로이시아점은 넘 불친절하고 동서변은 넘 멀어서 배달이 안 됐었는데 가까이 새로 생겨서 너무 좋아요ㅠㅠ 뿌링클닭다리는 안 들어오나요?? 한마리도 넘 좋은데 닭다리를 더 좋아해서ㅠㅠ!!,5,False,False,,3,"뿌링클/1(추가메뉴(뿌링뿌링소스)),달콤바삭치즈볼/1",0,False,le**,5,5,False,5.0,True,2019-06-22 20:45:53,"[{'full': 'https://rev-static.yogiyo.co.kr/c673c0c9a1549bd1ddb07a65b369b2bd.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/c673c0c9a1549bd1ddb07a65b369b2bd_tn.jpg'}]",le**,13150173,True,,"고객님 리뷰감사합니다
닭다리의 경우 유통기한이 3일이라 지금 세대수로는 재고 관리에 어려움이 있슴을 이해해주시면 고맙겠습니다.  연경지구가 조금만 더 활성화되면 가능할듯 합니다.  치킨이 식지 않게, 눌리지않게 작은것에서부터 신경쓰고 있습니다.
요청사항에 요구사항 적어주시면 최대한 맞춰드리도록 할게요^^
",2019-06-23 19:23:53,3413674.0
205,맛도 서비스도 두말할데가 없습니다. 홀에서 먹을 때도 좋았고 배달도 좋네요~ 앞으로 변치않고 유지해 주시면 승승장구하실 것이에요,5,False,False,,1,순살뿌링클HOT/1(추가메뉴(뿌링소떡)),0,False,ls**,5,5,False,5.0,True,2019-06-22 20:07:21,[],ls**,13147972,True,,"홀도 오시고 배달도 시키셨네요 고맙습니다 
고객님 다음에 내점하시면 요기요 리뷰남긴 사람이라고 슬쩍 흘려주세요
써비스 좀 드리고 싶네요^^",2019-06-23 19:26:25,3413717.0
206,"안녕하세요 사장님
저 기억하시죠
일번지  
쿠폰써서 대박 싸게 먹었네요
맛나요 뿌링클도
자주 시킬게요",5,False,False,,1,뿌링클/1,0,False,kt**,5,5,False,5.0,True,2019-06-21 17:51:19,"[{'full': 'https://rev-static.yogiyo.co.kr/c0f1516a8a967e01061aac95818f5cae.jpg', 'thumb': 'https://rev-static.yogiyo.co.kr/c0f1516a8a967e01061aac95818f5cae_tn.jpg'}]",kt**,13090988,True,,"고맙습니다 고객님 
단골이 되어 주셨네요
뿌링클 씨즈닝 정량보다 넉넉히 뿌리는데
혹시 짤 수도 있을까봐 신경쓰여요
요청사항에 적어 주시면 맞춰 해드릴게요^^",2019-06-22 00:41:46,3393864.0
